store_id,product_id
1,1088
1,451
1,746
1,707
1,1203
1,950
1,649
1,960
1,462
1,256
1,988
1,250
1,306
1,1127
1,141
1,998
1,678
1,824
1,283
1,688
1,881
1,258
1,951
1,214
1,1068
1,340
1,249
1,894
1,464
1,208
1,1053
1,290
1,349
1,1015
1,597
1,852
1,547
1,430
1,710
1,159
1,1125
1,396
1,1095
1,82
1,764
1,312
1,286
1,41
1,695
1,723
1,342
1,484
1,687
1,1184
1,1151
1,637
1,309
1,849
1,1005
1,121
1,1145
1,225
1,495
1,1177
1,361
1,476
1,209
1,194
1,276
1,641
1,1054
1,1158
1,83
1,241
1,442
1,200
1,1123
1,822
1,1017
1,629
1,624
1,267
1,151
1,806
1,1001
1,650
1,1043
1,303
1,832
1,557
1,509
1,1164
1,920
1,582
1,127
1,542
1,522
1,1130
1,814
1,6
1,615
1,836
1,924
1,1057
1,433
1,820
1,457
1,859
1,803
1,1119
1,501
1,521
1,477
1,210
1,327
1,524
1,999
1,1170
1,901
1,553
1,981
1,271
1,860
1,934
1,330
1,812
1,1171
1,1200
1,1110
1,1118
1,1223
1,1060
1,1013
1,130
1,1021
1,204
1,486
1,1207
1,472
1,1084
1,536
1,189
1,402
1,379
1,367
1,1046
2,300
2,629
2,115
2,672
2,1076
2,645
2,124
2,324
2,321
2,966
2,1023
2,783
2,305
2,954
2,131
2,1114
2,121
2,662
2,491
2,624
2,657
2,836
2,229
2,887
2,776
2,680
2,583
2,1042
2,1033
2,1029
2,17
2,1155
2,122
2,262
2,69
2,228
2,259
2,909
2,1070
2,71
2,542
2,202
2,88
2,120
2,102
2,1203
2,782
2,855
2,1051
2,150
2,811
2,849
2,320
2,639
2,476
2,1048
2,824
2,13
2,767
2,379
2,1001
2,417
2,729
2,565
2,817
2,167
2,277
2,983
2,44
2,95
2,795
2,1162
2,112
2,1082
2,25
2,469
2,1201
2,646
2,237
2,1131
2,894
2,86
2,793
2,1093
2,496
2,856
2,744
2,733
2,963
2,319
2,746
2,1192
2,389
2,520
2,1126
2,699
2,522
2,577
2,957
2,377
2,1062
2,97
2,1099
2,743
2,878
2,659
2,705
2,172
2,54
2,264
2,125
2,1213
2,458
2,10
2,404
2,1171
2,648
2,40
2,265
2,722
2,1111
2,815
2,139
2,540
2,135
2,75
2,332
2,166
2,1193
2,58
2,127
2,1026
2,296
2,1140
2,442
2,758
2,308
2,582
2,394
2,1061
2,1180
2,664
2,499
2,60
2,571
2,548
2,209
2,461
2,375
2,1199
2,451
2,1227
2,299
2,1110
2,755
2,1077
2,1146
2,528
2,254
2,428
2,971
2,759
2,754
2,1043
2,376
2,282
2,380
2,303
2,873
2,346
2,438
2,352
2,560
2,368
2,1068
2,934
2,1036
2,1017
2,864
2,857
2,602
2,285
2,750
2,569
2,436
2,392
2,798
2,184
2,886
2,531
2,1022
2,27
2,1004
2,827
2,1104
2,641
2,359
2,15
2,275
2,1176
2,867
2,818
2,258
2,1198
2,1030
2,630
2,643
2,453
2,85
2,778
2,149
2,1021
2,530
2,785
2,494
2,174
2,489
2,1182
2,605
2,293
2,1159
2,885
2,288
2,834
2,753
2,1037
2,336
2,214
2,874
2,1168
2,1057
2,291
2,731
2,1204
2,1091
2,1212
2,803
2,1112
2,64
2,951
2,634
2,1187
2,383
2,586
2,409
2,713
2,563
2,1019
2,232
2,1223
2,197
2,989
2,673
2,1133
2,665
2,290
2,837
2,116
2,386
2,429
2,141
2,775
2,367
2,833
2,1071
2,236
2,919
2,1010
2,1178
2,183
2,425
2,958
2,780
2,205
2,3
2,1167
2,1016
2,1081
2,736
2,488
2,518
2,567
2,230
2,278
2,1072
2,353
2,250
2,877
2,559
2,717
2,1214
2,961
2,59
2,578
2,180
2,723
2,1079
2,1060
2,901
2,937
2,34
2,696
2,16
2,56
2,871
2,1152
2,544
2,307
2,792
2,661
2,129
2,107
2,845
2,814
2,831
2,82
2,292
2,497
2,1124
2,170
2,962
2,252
2,173
2,1161
2,289
2,561
2,415
2,981
2,816
2,1083
2,478
2,347
2,63
2,668
2,938
2,1120
2,1188
2,1118
2,227
2,841
2,1135
2,1103
2,468
2,385
2,39
2,136
2,100
2,8
2,708
2,935
2,979
2,748
2,57
2,420
2,764
2,357
2,213
2,387
2,982
2,155
2,215
2,625
2,535
2,247
2,967
2,225
2,638
2,393
2,1049
2,354
2,1179
2,1116
2,1196
2,943
2,160
2,301
2,655
2,725
2,933
2,825
2,1134
2,238
2,235
2,555
2,68
2,1164
2,592
2,22
2,616
2,809
2,448
2,244
2,243
2,796
2,929
2,257
2,266
2,424
2,1157
2,302
2,309
2,637
2,242
2,90
2,987
2,920
2,917
2,801
2,514
2,847
2,1172
2,1047
2,810
2,913
2,158
2,906
2,325
2,261
2,411
2,737
2,1205
2,732
2,1078
2,600
2,808
2,117
2,501
2,475
2,148
2,1121
2,165
2,505
2,2
2,330
2,890
2,105
2,1113
2,716
2,674
2,534
2,589
2,777
2,590
2,613
2,902
2,483
2,684
2,91
2,460
2,267
2,1024
2,493
2,298
2,485
2,356
2,1141
2,1225
2,391
2,41
2,593
2,914
3,617
3,901
3,1160
3,249
3,286
3,1037
3,654
3,265
3,1124
3,233
3,479
3,694
3,402
3,474
3,1007
3,831
3,688
3,657
3,1097
3,1166
3,377
3,254
3,345
3,750
3,1185
3,912
3,915
3,136
3,269
3,819
3,1173
3,939
3,800
3,499
3,204
3,472
3,594
3,989
3,534
3,1137
3,719
3,625
3,703
3,106
3,327
3,230
3,300
3,267
3,751
3,475
3,958
3,325
3,214
3,1181
3,354
3,961
3,825
3,786
3,70
3,909
3,112
3,666
3,473
3,493
3,554
3,362
3,264
3,1184
3,539
3,104
3,1186
3,490
3,31
3,942
3,482
3,388
3,71
3,132
3,789
3,1004
3,791
3,1116
3,456
3,563
3,1015
3,1140
3,710
3,930
3,209
3,631
3,1206
3,725
3,1118
3,604
3,968
3,258
3,1087
3,290
3,76
3,140
3,261
3,332
3,1129
3,752
3,806
3,434
3,711
3,182
3,495
3,198
3,787
3,275
3,294
3,871
3,29
3,629
3,837
3,224
3,416
3,1178
3,589
3,513
3,153
3,1158
3,6
3,689
3,990
3,409
3,436
3,670
3,229
3,860
3,195
3,1161
3,677
3,79
3,289
3,35
3,585
3,491
3,20
3,314
3,303
3,125
3,978
3,1141
3,1110
3,641
3,220
3,167
3,240
3,561
3,251
3,1133
3,874
3,611
3,427
3,931
3,613
3,212
3,976
3,772
3,73
3,775
3,326
3,186
3,854
3,696
3,593
3,780
3,698
3,49
3,687
3,1227
3,88
3,747
3,888
3,164
3,1046
3,361
3,288
3,1149
3,1216
3,390
3,924
3,709
3,1127
3,272
3,86
3,897
3,121
3,126
3,764
3,922
3,1012
3,877
3,105
3,1117
3,796
3,944
3,1058
3,1040
3,239
3,18
3,705
3,183
3,830
3,363
3,962
3,879
3,926
3,776
3,532
3,826
3,914
3,867
3,840
3,502
3,957
3,607
3,1031
3,380
3,574
3,454
3,151
3,133
3,935
3,301
3,1047
3,205
3,393
3,1205
3,77
3,761
3,664
3,1202
3,895
3,1183
3,782
3,558
3,836
3,982
3,695
3,943
3,1180
3,356
3,881
3,1168
3,1036
3,850
3,15
3,425
3,1134
3,743
3,919
3,1092
3,1191
3,382
3,718
3,1154
3,333
3,335
3,950
3,543
3,1155
3,1217
3,817
3,632
3,368
3,383
3,1187
3,1074
3,809
3,480
3,560
3,573
3,199
3,788
3,492
3,923
3,358
3,623
3,1014
3,821
3,400
3,870
3,979
3,724
3,1156
3,477
3,1207
3,715
3,134
3,99
3,366
3,324
3,1222
3,1051
3,468
3,256
3,792
3,484
3,1226
3,293
3,148
3,213
3,302
3,373
4,1051
4,1065
4,951
4,529
4,923
4,757
4,971
4,726
4,1136
4,779
4,522
4,206
4,977
4,830
4,760
4,412
4,642
4,989
4,107
4,827
4,1100
4,921
4,696
4,784
4,668
4,685
4,166
4,896
4,1055
4,691
4,672
4,333
4,52
4,66
4,1182
4,576
4,891
4,1214
4,741
4,14
4,349
4,907
4,1224
4,1036
4,636
4,655
4,258
4,259
4,612
4,864
4,804
4,486
4,433
4,524
4,1223
4,236
4,1033
4,684
4,1174
4,1012
4,1057
4,721
4,69
4,1076
4,378
4,377
4,1149
4,904
4,95
4,944
4,233
4,587
4,897
4,1192
4,119
4,62
4,569
4,550
4,48
4,937
4,1066
4,813
4,1111
4,116
4,662
4,939
4,444
4,251
4,689
4,798
4,893
4,504
4,330
4,1107
4,111
4,245
4,823
4,419
4,901
4,1159
4,1074
4,676
4,1118
4,975
4,174
4,359
4,772
4,215
4,1121
4,306
4,459
4,654
4,1091
4,169
4,874
4,511
4,817
4,27
4,110
4,435
4,195
4,1209
4,732
4,148
4,25
4,622
4,949
4,563
4,663
4,278
4,606
4,1117
4,331
4,261
4,144
4,918
4,639
4,1218
4,345
4,229
4,456
4,269
4,1211
4,673
4,403
4,1109
4,441
4,493
4,385
4,507
4,1112
4,58
4,693
4,446
4,955
4,602
4,1106
4,1078
4,291
4,223
4,648
4,43
4,1119
4,759
4,1092
4,323
4,430
4,298
4,83
4,1018
4,677
4,328
4,1168
4,688
4,752
4,400
4,395
4,887
4,401
4,396
4,1108
4,471
4,1093
4,776
4,600
4,411
4,126
4,852
4,406
4,973
4,160
4,10
4,171
4,543
4,1081
4,679
4,686
4,1071
4,589
4,657
4,862
4,706
4,628
4,1009
4,619
4,268
4,82
4,376
4,1050
4,742
4,1037
4,473
4,153
4,181
4,1225
4,369
4,540
4,17
4,4
4,829
4,59
4,346
4,808
4,98
4,31
4,294
4,227
4,1160
4,577
4,1027
4,940
4,1161
4,711
4,1015
4,360
4,671
4,1041
4,222
4,211
4,954
4,806
4,37
4,1062
4,5
4,428
4,1216
4,439
4,325
4,449
4,571
4,801
4,75
4,849
4,1115
4,252
4,707
4,409
4,390
4,1087
4,735
4,586
4,670
4,580
4,185
4,30
4,870
4,683
4,1025
4,694
4,1226
4,574
4,272
4,1187
4,140
4,218
4,145
4,316
4,93
4,592
4,765
4,768
4,682
4,125
4,1176
4,615
4,340
4,990
4,582
4,714
4,1197
4,903
4,496
4,568
4,141
4,1152
4,289
4,351
4,13
4,805
4,857
4,629
4,1207
4,1228
4,914
4,653
4,1202
4,276
4,1198
4,736
4,6
4,518
4,143
4,797
4,199
4,747
4,487
4,354
4,913
4,34
4,288
4,49
4,1147
4,299
4,103
4,1068
4,118
4,517
4,566
4,649
4,959
4,135
4,155
4,50
4,1154
4,1002
4,402
4,1079
4,799
4,220
4,1089
4,437
4,311
4,274
4,1034
4,631
4,350
4,477
4,920
4,774
4,29
4,836
4,434
4,186
4,578
4,1163
4,1179
4,516
4,1080
4,407
4,611
4,488
4,1222
4,388
4,320
4,358
4,1134
4,769
4,681
4,1023
4,100
4,559
4,996
4,938
4,828
4,1043
4,1127
4,1070
4,1105
4,68
4,641
4,239
4,482
4,604
4,556
4,970
4,193
4,734
4,438
4,475
4,613
4,1138
4,1060
4,1215
4,114
4,187
4,983
4,635
4,490
4,1203
4,132
4,1210
4,850
4,208
4,930
4,932
4,873
4,866
4,442
5,855
5,324
5,1176
5,106
5,256
5,1177
5,566
5,939
5,48
5,186
5,911
5,941
5,1144
5,1094
5,293
5,920
5,1050
5,755
5,810
5,202
5,493
5,835
5,702
5,260
5,1102
5,482
5,250
5,105
5,192
5,1082
5,154
5,559
5,148
5,731
5,280
5,877
5,921
5,257
5,923
5,695
5,117
5,951
5,515
5,1058
5,497
5,1100
5,893
5,1080
5,874
5,305
5,1219
5,919
5,757
5,1048
5,488
5,746
5,1153
5,778
5,1151
5,152
5,1083
5,103
5,890
5,852
5,744
5,763
5,999
5,69
5,533
5,791
5,582
5,843
5,841
5,60
5,65
5,960
5,818
5,1030
5,956
5,110
5,491
5,779
5,849
5,334
5,572
5,115
5,364
5,771
5,1032
5,978
5,795
5,544
5,961
5,259
5,241
5,317
5,942
5,973
5,554
5,175
5,879
5,1217
5,1045
5,216
5,1216
5,322
5,783
5,170
5,846
5,1168
5,1211
5,686
5,135
5,901
5,886
5,913
5,407
5,108
5,100
5,870
5,425
5,962
5,698
5,563
5,30
5,146
5,429
5,366
5,949
5,61
5,1120
5,644
5,190
5,575
5,688
5,1132
5,859
5,657
5,301
5,236
5,546
5,834
5,1189
5,1012
5,571
5,104
5,144
5,1013
5,862
5,591
5,1159
5,1146
5,1089
5,535
5,237
5,476
5,887
5,224
5,760
5,706
5,378
5,889
5,636
5,94
5,578
5,72
5,299
5,54
5,371
5,415
5,717
5,656
5,551
5,909
5,1107
5,38
5,53
5,896
5,80
5,82
5,1026
5,1191
5,549
5,113
5,336
5,42
5,759
5,356
5,394
5,56
5,1118
5,1103
5,466
5,55
5,610
5,344
5,1002
5,774
5,1156
5,73
5,107
5,388
5,44
5,1062
5,422
5,333
5,281
5,991
5,861
5,1155
5,576
5,1053
5,350
5,1205
5,649
5,406
5,564
5,434
5,438
5,178
5,121
5,527
5,97
5,88
5,1195
5,469
5,410
5,217
5,184
5,782
5,652
5,1181
5,461
5,421
5,1139
5,89
5,392
5,516
5,764
5,1117
5,1067
5,263
5,784
5,397
5,369
5,1070
5,1179
5,1169
5,806
5,963
5,78
5,940
5,67
5,496
5,1022
5,1162
5,721
5,959
5,1167
5,614
5,1006
5,335
5,460
5,931
5,924
5,143
5,945
5,353
5,593
5,254
5,71
5,239
5,159
5,1199
5,511
5,914
5,314
5,826
5,1004
5,1148
5,1222
5,290
5,967
5,642
5,35
5,958
5,382
5,790
5,355
5,775
5,947
5,448
5,777
5,99
5,766
5,208
5,341
5,1007
5,274
5,926
5,1064
5,776
5,313
5,1093
5,521
5,600
5,832
5,279
5,1047
5,1046
5,932
5,969
5,222
5,900
5,183
5,794
5,1220
5,210
5,3
5,625
5,830
5,1038
5,984
5,122
5,1085
5,262
5,634
5,1011
5,329
5,1055
5,1178
5,142
5,829
5,805
5,670
5,676
5,1074
5,955
5,32
5,1101
5,983
5,1112
5,1040
5,986
5,1171
5,740
5,131
5,179
5,176
6,956
6,933
6,832
6,1045
6,215
6,600
6,968
6,1229
6,143
6,659
6,556
6,98
6,179
6,801
6,442
6,1083
6,334
6,284
6,1139
6,255
6,1210
6,91
6,360
6,1161
6,285
6,573
6,551
6,1068
6,817
6,131
6,468
6,372
6,9
6,159
6,1183
6,743
6,557
6,552
6,544
6,342
6,1182
6,537
6,584
6,1002
6,856
6,87
6,338
6,333
6,1090
6,419
6,216
6,591
6,205
6,184
6,256
6,76
6,1088
6,653
6,1144
6,972
6,1213
6,1151
6,938
6,1142
6,506
6,967
6,1128
6,577
6,1044
6,1039
6,572
6,481
6,225
6,417
6,254
6,617
6,351
6,966
6,1057
6,1200
6,887
6,935
6,661
6,574
6,984
6,434
6,378
6,39
6,1135
6,108
6,820
6,825
6,1181
6,632
6,487
6,837
6,723
6,1078
6,469
6,180
6,149
6,712
6,646
6,102
6,816
6,535
6,30
6,1060
6,1025
6,446
6,1170
6,571
6,17
6,2
6,776
6,354
6,1067
6,477
6,397
6,914
6,731
6,766
6,992
6,25
6,878
6,853
6,373
6,839
6,323
6,642
6,876
6,921
6,240
6,1051
6,330
6,491
6,860
6,375
6,606
6,202
6,519
6,893
6,85
6,294
6,110
6,808
6,161
6,201
6,177
6,304
6,540
6,867
6,696
6,46
6,975
6,908
6,99
6,864
6,1119
6,300
6,1032
6,940
6,592
6,1036
6,755
6,66
6,119
6,619
6,1162
6,211
6,690
6,622
6,810
6,63
6,449
6,1074
6,79
6,746
6,674
6,665
6,627
6,237
6,526
6,613
6,971
6,531
6,671
6,485
6,488
6,51
6,555
6,774
6,744
6,806
6,291
6,782
6,1225
6,981
6,1122
6,922
6,228
6,230
6,1192
6,670
6,312
6,643
6,88
6,390
6,705
6,979
6,262
6,779
6,797
6,1178
6,150
6,645
6,890
6,16
6,553
6,136
6,563
6,429
6,423
6,20
6,741
6,567
6,612
6,297
6,81
6,105
6,204
6,327
6,1159
6,1224
6,522
6,974
6,471
6,1190
6,369
6,219
6,529
6,65
6,988
6,983
6,1117
6,96
6,1046
6,1017
6,344
6,848
6,734
6,1094
6,960
6,821
6,849
6,1152
6,647
6,730
6,286
6,758
6,836
6,447
6,511
6,590
6,500
6,1026
6,472
6,957
6,798
6,701
6,1134
7,728
7,540
7,247
7,740
7,644
7,961
7,878
7,353
7,901
7,1139
7,232
7,355
7,932
7,969
7,563
7,530
7,243
7,358
7,899
7,440
7,1010
7,107
7,689
7,286
7,855
7,1189
7,155
7,320
7,391
7,399
7,289
7,1203
7,973
7,1115
7,175
7,1182
7,702
7,892
7,877
7,676
7,221
7,392
7,8
7,799
7,1018
7,850
7,1065
7,955
7,268
7,977
7,819
7,223
7,368
7,743
7,888
7,75
7,681
7,984
7,9
7,823
7,322
7,687
7,328
7,453
7,5
7,253
7,143
7,526
7,907
7,829
7,942
7,1136
7,471
7,293
7,456
7,104
7,27
7,483
7,410
7,115
7,679
7,716
7,1177
7,1011
7,727
7,619
7,885
7,767
7,603
7,1160
7,804
7,229
7,569
7,378
7,1113
7,174
7,699
7,1007
7,738
7,837
7,554
7,384
7,356
7,164
7,600
7,664
7,259
7,654
7,12
7,902
7,435
7,864
7,449
7,263
7,1070
7,934
7,230
7,1061
7,593
7,590
7,146
7,710
7,671
7,15
7,698
7,418
7,199
7,794
7,76
7,1188
7,762
7,841
7,1091
7,117
7,1138
7,1030
7,304
7,1074
7,791
7,668
7,1187
7,147
7,708
7,957
7,496
7,282
7,47
7,945
7,262
7,461
7,849
7,580
7,867
7,779
7,905
7,534
7,954
7,1006
7,1229
7,71
7,930
7,1077
7,523
7,870
7,455
7,1100
7,160
7,983
7,32
7,185
7,78
7,610
7,707
7,1153
7,751
7,72
7,844
7,893
7,691
7,1096
7,909
7,192
7,750
7,618
7,821
7,1049
7,1133
7,692
7,1081
7,1085
7,212
7,305
7,390
7,87
7,156
7,427
7,1021
7,149
7,341
7,1121
7,650
7,605
7,423
7,642
7,614
7,61
7,1205
7,351
7,485
7,960
7,1039
7,988
7,560
7,1075
7,1125
7,615
7,861
7,476
7,6
7,1028
7,1064
7,809
7,335
7,332
7,1171
7,65
7,300
7,163
7,1009
7,213
7,592
7,492
7,295
7,712
7,127
7,897
7,125
7,1057
7,514
7,826
7,85
7,401
7,454
7,1058
7,774
7,311
7,1000
7,773
7,1037
7,565
7,971
7,883
7,995
7,848
7,504
7,287
7,251
7,331
7,451
7,34
7,433
7,1020
7,783
7,571
7,273
7,67
7,270
7,220
7,1157
7,472
7,981
7,1092
7,317
7,22
7,1211
7,847
7,1170
7,840
7,1051
7,822
7,362
7,94
7,312
7,533
7,1231
7,1066
7,557
7,972
7,951
7,682
7,1054
7,566
7,129
7,1197
7,260
7,1169
7,497
7,873
7,755
7,933
7,1228
7,323
7,64
7,88
7,1134
7,940
7,802
7,241
7,119
7,1001
7,1151
7,1063
7,863
7,968
7,686
7,421
7,1050
7,1148
7,161
7,583
7,1041
7,1046
7,632
7,377
7,55
7,477
7,1004
7,735
7,1232
7,442
7,768
7,659
7,752
7,337
7,291
7,923
7,521
7,544
7,761
7,772
7,298
7,58
7,952
7,1035
7,89
7,237
7,226
7,20
7,558
7,141
7,979
7,1129
7,706
7,417
7,95
7,815
7,204
7,411
7,506
7,598
7,250
7,553
7,173
7,66
7,398
7,1016
7,1101
7,159
7,795
7,890
7,500
7,102
7,507
7,412
7,946
7,675
7,991
7,103
7,116
7,673
7,1220
7,188
7,894
7,856
7,842
7,54
7,436
7,674
7,280
7,1118
7,219
7,48
7,1088
7,648
7,306
7,364
7,1180
7,660
7,612
7,1027
7,1178
7,636
7,211
7,537
7,624
7,1159
7,216
7,227
7,466
7,169
7,859
7,726
7,869
7,1147
7,665
7,776
7,947
7,1014
7,519
7,62
7,1179
7,880
7,559
7,424
7,634
7,19
7,623
7,370
7,810
7,825
7,511
7,1119
7,91
7,912
7,394
7,1114
7,982
7,1017
7,1056
7,1107
7,313
7,376
7,487
7,4
7,866
7,393
7,620
7,1222
7,1036
7,966
7,154
7,366
7,450
7,662
7,705
7,1190
7,444
7,703
7,789
7,432
7,1117
7,207
7,1008
7,2
7,655
7,63
7,321
7,903
7,647
7,284
7,201
7,348
7,858
7,422
7,148
7,233
7,528
8,1040
8,999
8,263
8,734
8,213
8,432
8,410
8,154
8,614
8,789
8,397
8,645
8,566
8,551
8,1105
8,678
8,139
8,390
8,787
8,630
8,325
8,1085
8,295
8,260
8,133
8,728
8,412
8,279
8,185
8,96
8,923
8,701
8,916
8,43
8,624
8,372
8,724
8,73
8,359
8,647
8,422
8,490
8,461
8,49
8,884
8,752
8,1125
8,391
8,170
8,1104
8,31
8,229
8,471
8,952
8,1068
8,1116
8,560
8,883
8,1203
8,998
8,1141
8,610
8,324
8,338
8,738
8,534
8,1214
8,204
8,535
8,93
8,879
8,1181
8,905
8,621
8,700
8,159
8,889
8,120
8,562
8,502
8,1190
8,169
8,481
8,1038
8,613
8,1052
8,1130
8,367
8,539
8,590
8,143
8,986
8,275
8,1153
8,1070
8,972
8,599
8,329
8,1077
8,1036
8,947
8,1087
8,1230
8,511
8,529
8,217
8,70
8,1053
8,747
8,42
8,350
8,155
8,810
8,381
8,491
8,98
8,129
8,231
8,934
8,528
8,853
8,570
8,1064
8,1198
8,878
8,1035
8,95
8,8
8,672
8,1100
8,898
8,859
8,1059
8,134
8,575
8,402
8,917
8,232
8,842
8,56
8,773
8,1186
8,563
8,706
8,867
8,305
8,181
8,766
8,866
8,814
8,157
8,497
8,264
8,582
8,758
8,309
8,466
8,64
8,452
8,1222
8,627
8,950
8,82
8,247
8,603
8,1199
8,508
8,288
8,126
8,266
8,1202
8,401
8,81
8,117
8,173
8,84
8,190
8,661
8,824
8,774
8,1102
8,3
8,343
8,505
8,480
8,39
8,831
8,679
8,874
8,256
8,135
8,832
8,36
8,667
8,1021
8,428
8,409
8,380
8,1045
8,192
8,1066
8,756
8,1001
8,737
8,1061
8,180
8,1178
8,549
8,245
8,269
8,479
8,235
8,849
8,1080
8,714
8,1041
8,45
8,749
8,35
8,837
8,319
8,341
8,1213
8,417
8,751
8,918
8,682
8,862
8,83
8,1150
8,1005
8,602
8,659
8,450
8,1091
8,340
8,429
8,522
8,1133
8,198
8,101
8,136
8,746
8,316
8,772
8,141
8,523
8,743
8,969
8,225
8,285
8,426
8,1163
8,564
8,890
8,854
8,152
8,545
8,221
8,25
8,261
8,23
8,852
8,337
8,1097
8,392
8,274
8,177
8,942
8,982
8,105
8,292
8,1131
8,195
8,366
8,959
8,495
8,19
8,553
8,561
8,331
8,444
8,1217
8,527
8,111
8,456
8,254
8,122
8,583
8,1215
8,280
8,819
8,920
8,1159
8,540
8,1175
8,544
8,733
8,106
8,955
8,892
8,346
8,1164
8,474
8,125
8,29
8,276
8,618
8,642
8,895
8,1134
8,801
8,689
8,211
8,1179
8,525
8,1071
8,565
8,1168
8,88
8,805
8,219
8,1216
8,239
8,342
8,1030
8,203
8,676
8,347
8,512
8,370
8,971
8,228
8,1126
8,1139
8,713
8,1206
8,188
8,975
8,987
8,272
8,1034
8,224
8,16
8,949
8,1143
8,1028
8,244
8,641
8,1032
8,841
8,76
8,166
8,1228
8,655
8,812
8,919
8,374
8,306
8,237
8,14
8,745
8,833
8,202
8,1187
8,499
8,1183
8,683
8,1219
8,418
8,709
8,1058
8,1210
8,619
8,788
8,307
8,808
8,783
8,1135
8,289
8,1191
8,317
8,891
8,1211
8,356
8,465
8,1224
8,750
8,419
8,1014
8,212
8,376
8,1027
8,2
8,594
8,848
8,308
8,637
8,631
8,767
8,168
8,345
8,526
8,442
8,568
8,172
8,658
8,962
8,415
8,1182
8,78
8,796
8,46
8,705
8,223
8,360
8,421
8,1111
8,967
8,320
8,158
9,399
9,738
9,524
9,206
9,274
9,996
9,1140
9,458
9,113
9,972
9,787
9,238
9,704
9,653
9,693
9,296
9,594
9,245
9,1005
9,570
9,627
9,744
9,1112
9,1099
9,509
9,800
9,1021
9,533
9,1031
9,1032
9,618
9,840
9,317
9,203
9,946
9,498
9,1137
9,686
9,342
9,978
9,544
9,1061
9,67
9,623
9,906
9,32
9,1151
9,735
9,1049
9,219
9,940
9,359
9,955
9,538
9,649
9,220
9,626
9,1058
9,609
9,552
9,806
9,1114
9,249
9,666
9,984
9,1225
9,786
9,1200
9,339
9,708
9,922
9,467
9,185
9,759
9,876
9,452
9,576
9,810
9,1160
9,216
9,754
9,213
9,760
9,474
9,1170
9,1157
9,825
9,1105
9,104
9,751
9,100
9,1108
9,314
9,587
9,373
9,1052
9,988
9,205
9,775
9,644
9,746
9,733
9,1158
9,38
9,201
9,500
9,473
9,913
9,709
9,362
9,412
9,271
9,240
9,132
9,877
9,207
9,785
9,688
9,1210
9,179
9,553
9,680
9,456
9,1179
9,146
9,57
9,613
9,438
9,1076
9,1109
9,1162
9,454
9,702
9,162
9,1182
9,774
9,938
9,661
9,546
9,534
9,611
9,508
9,186
9,579
9,1026
9,411
9,519
9,71
9,313
9,499
9,1106
9,145
9,853
9,1059
9,461
9,1115
9,1130
9,826
9,321
9,30
9,565
9,1044
9,578
9,188
9,347
9,248
9,866
9,1207
9,496
9,789
9,753
9,808
9,434
9,68
9,143
9,74
9,11
9,288
9,1181
9,422
9,56
9,858
9,1045
9,1030
9,791
9,619
9,910
9,117
9,861
9,1087
9,1095
9,835
9,99
9,1208
9,601
9,559
9,1134
9,743
9,911
9,1056
9,574
9,954
9,918
